ORG_INFORMATION_ID,ORG_INFORMATION_CONTEXT,ORGANIZATION_ID,ORG_INFORMATION1,ORG_INFORMATION10,ORG_INFORMATION11,ORG_INFORMATION12,ORG_INFORMATION13,ORG_INFORMATION14,ORG_INFORMATION15,ORG_INFORMATION16,ORG_INFORMATION17,ORG_INFORMATION18,ORG_INFORMATION19,ORG_INFORMATION2,ORG_INFORMATION20,ORG_INFORMATION3,ORG_INFORMATION4,ORG_INFORMATION5,ORG_INFORMATION6,ORG_INFORMATION7,ORG_INFORMATION8,ORG_INFORMATION9,REQUEST_ID,PROGRAM_APPLICATION_ID,PROGRAM_ID,PROGRAM_UPDATE_DATE,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,ATTRIBUTE16,ATTRIBUTE17,ATTRIBUTE18,ATTRIBUTE19,ATTRIBUTE20,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CREATED_BY,CREATION_DATE,OBJECT_VERSION_NUMBER,PARTY_ID
1237,CLASS,767,BOM_ECOD,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1614,1998-03-18 12:31:05,1,
1257,CLASS,202,HR_ESTAB,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 08:49:12,1,
1258,Establishment EEO-1 Filing,202,,Y,N,,,,,,,,,001,,Vision Corporation,1310,"Enterprise Software Design, Development and Distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-22 08:20:03,1384,1338807,1552,1998-04-13 08:56:23,2,
1259,Establishment VETS-100 Filing,202,001,,,,,,,,,,,Vision Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 08:59:02,1,
1260,EEO-1 Filing,202,23-3940596,,,,,,,,,,,,,Vision Corporation,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 09:02:28,1,
1261,Reporting Categories,202,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 09:04:49,1,
1262,Reporting Categories,202,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 09:04:49,1,
1263,Reporting Statuses,202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 09:06:07,1,
1277,CLASS,278,HR_AAP,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 10:17:41,1,
1278,AAP Organization,278,Human Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1552,1998-04-13 10:18:02,1,
1297,CLASS,787,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1998-05-21 07:58:26,1,
1298,CLASS,787,HR_BG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1998-05-21 07:58:37,1,
1299,Business Group Information,787,Vision France,FRF,,,,0,51239,A,,,,A,,A,50398,50418,50438,101,50479,GB,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-15 03:46:14,-1,-1,1384,1998-05-21 08:10:16,2,
1317,CLASS,807,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:31:30,1,
1318,CLASS,808,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:34:07,1,
1319,CLASS,809,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:38:07,1,
1320,CLASS,810,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:39:46,1,
1321,CLASS,811,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:54:53,1,
1322,CLASS,812,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:55:29,1,
1323,CLASS,813,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:56:00,1,
1324,CLASS,814,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:56:29,1,
1325,CLASS,815,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:56:55,1,
1326,CLASS,816,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:57:23,1,
1327,CLASS,817,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:58:00,1,
1328,CLASS,818,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:58:26,1,
1329,CLASS,819,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:58:53,1,
1330,CLASS,820,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:59:22,1,
1331,CLASS,821,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 07:59:50,1,
1332,CLASS,822,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 08:00:23,1,
1333,CLASS,823,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 08:01:33,1,
1334,CLASS,824,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 08:02:15,1,
1335,CLASS,825,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 08:02:39,1,
1336,CLASS,826,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 08:03:03,1,
1337,CLASS,827,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 08:03:25,1,
1338,CLASS,828,HR_ORG,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-02-01 08:03:46,1,
5326,Exp Organization Defaults,1814,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:05:31,1001750,1541510,1001750,2002-05-22 14:05:31,1,
5327,Exp Organization Defaults,1807,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:05:43,1001750,1541510,1001750,2002-05-22 14:05:43,1,
5328,Exp Organization Defaults,1834,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:05:56,1001750,1541510,1001750,2002-05-22 14:05:56,1,
5329,Exp Organization Defaults,1791,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:06:09,1001750,1541510,1001750,2002-05-22 14:06:09,1,
5330,Exp Organization Defaults,1776,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:06:25,1001750,1541510,1001750,2002-05-22 14:06:25,1,
5331,Exp Organization Defaults,1809,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:06:40,1001750,1541510,1001750,2002-05-22 14:06:40,1,
5332,Exp Organization Defaults,1808,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:06:59,1001750,1541510,1001750,2002-05-22 14:06:59,1,
5333,Exp Organization Defaults,1792,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:07:22,1001750,1541510,1001750,2002-05-22 14:07:22,1,
5334,Exp Organization Defaults,1800,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:07:44,1001750,1541510,1001750,2002-05-22 14:07:44,1,
5335,Exp Organization Defaults,1861,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:07:58,1001750,1541510,1001750,2002-05-22 14:07:58,1,
5336,Exp Organization Defaults,1828,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:08:12,1001750,1541510,1001750,2002-05-22 14:08:12,1,
5337,Exp Organization Defaults,1815,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:08:26,1001750,1541510,1001750,2002-05-22 14:08:26,1,
5338,Exp Organization Defaults,1817,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:08:42,1001750,1541510,1001750,2002-05-22 14:08:42,1,
5339,Exp Organization Defaults,1818,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:08:58,1001750,1541510,1001750,2002-05-22 14:08:58,1,
5340,Exp Organization Defaults,1853,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:09:17,1001750,1541510,1001750,2002-05-22 14:09:17,1,
5341,Exp Organization Defaults,1816,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:09:35,1001750,1541510,1001750,2002-05-22 14:09:35,1,
5342,Exp Organization Defaults,1835,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:09:54,1001750,1541510,1001750,2002-05-22 14:09:54,1,
5343,Exp Organization Defaults,1819,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:10:18,1001750,1541510,1001750,2002-05-22 14:10:18,1,
5344,Exp Organization Defaults,1820,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:10:44,1001750,1541510,1001750,2002-05-22 14:10:44,1,
5345,Exp Organization Defaults,1760,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:11:13,1001750,1541510,1001750,2002-05-22 14:11:13,1,
5346,Exp Organization Defaults,1761,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:11:39,1001750,1541510,1001750,2002-05-22 14:11:39,1,
5347,Exp Organization Defaults,1793,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:12:02,1001750,1541510,1001750,2002-05-22 14:12:02,1,
5348,Exp Organization Defaults,1836,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:12:17,1001750,1541510,1001750,2002-05-22 14:12:17,1,
5349,Exp Organization Defaults,1821,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:12:34,1001750,1541510,1001750,2002-05-22 14:12:34,1,
5350,Exp Organization Defaults,1847,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:12:50,1001750,1541510,1001750,2002-05-22 14:12:50,1,
5351,Exp Organization Defaults,1781,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:13:13,1001750,1541510,1001750,2002-05-22 14:13:13,1,
5352,Exp Organization Defaults,1827,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:13:41,1001750,1541510,1001750,2002-05-22 14:13:41,1,
5353,Exp Organization Defaults,1777,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:14:09,1001750,1541510,1001750,2002-05-22 14:14:09,1,
5354,Exp Organization Defaults,1839,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:14:35,1001750,1541510,1001750,2002-05-22 14:14:35,1,
5355,Exp Organization Defaults,1783,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:15:01,1001750,1541510,1001750,2002-05-22 14:15:01,1,
5356,Exp Organization Defaults,1802,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:15:28,1001750,1541510,1001750,2002-05-22 14:15:28,1,
5357,Exp Organization Defaults,1795,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:15:58,1001750,1541510,1001750,2002-05-22 14:15:58,1,
5358,Exp Organization Defaults,1811,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-22 14:16:22,1001750,1541510,1001750,2002-05-22 14:16:22,1,
175248,Company Cost Center,7611,1020013|102|1020016|000,,,,,,,,,,,1020013,,102,1020016,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:53:07,2190,4958846,2190,2007-11-08 00:53:07,1,
175249,Organization Name Alias,7611,000 - No department,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:54:36,2190,4958846,2190,2007-11-08 00:54:36,1,
175250,Company Cost Center,7612,1020013|102|1020016|110,,,,,,,,,,,1020013,,102,1020016,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:54:57,2190,4958846,2190,2007-11-08 00:54:57,1,
175251,Organization Name Alias,7612,110 - Building,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:55:23,2190,4958846,2190,2007-11-08 00:55:23,1,
175252,Company Cost Center,7613,1020013|102|1020016|111,,,,,,,,,,,1020013,,102,1020016,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:55:51,2190,4958846,2190,2007-11-08 00:55:51,1,
175253,Organization Name Alias,7613,111 - Energy,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:56:13,2190,4958846,2190,2007-11-08 00:56:13,1,
175254,Company Cost Center,7614,1020013|102|1020016|120,,,,,,,,,,,1020013,,102,1020016,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:56:42,2190,4958846,2190,2007-11-08 00:56:42,1,
175255,Organization Name Alias,7614,120 - Machine,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:57:02,2190,4958846,2190,2007-11-08 00:57:02,1,
175256,Company Cost Center,7615,1020013|102|1020016|130,,,,,,,,,,,1020013,,102,1020016,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:57:22,2190,4958846,2190,2007-11-08 00:57:22,1,
175257,Organization Name Alias,7615,130 - Computer,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:58:03,2190,4958846,2190,2007-11-08 00:58:03,1,
175258,Company Cost Center,7616,1020013|102|1020016|140,,,,,,,,,,,1020013,,102,1020016,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:58:26,2190,4958846,2190,2007-11-08 00:58:26,1,
175259,Organization Name Alias,7616,140 - Communication,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:58:54,2190,4958846,2190,2007-11-08 00:58:54,1,
175260,Organization Name Alias,7617,150 - Services,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:59:30,2190,4958846,2190,2007-11-08 00:59:30,1,
175261,Company Cost Center,7617,1020013|102|1020016|150,,,,,,,,,,,1020013,,102,1020016,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 00:59:47,2190,4958846,2190,2007-11-08 00:59:47,1,
175262,Company Cost Center,7618,1020013|102|1020016|410,,,,,,,,,,,1020013,,102,1020016,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 01:00:08,2190,4958846,2190,2007-11-08 01:00:08,1,
175263,Organization Name Alias,7618,410 - Sales International,,,,,,,,,,,27645,,2004/01/01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08 01:00:34,2190,4958846,2190,2007-11-08 01:00:34,1,
181167,AE_REFERENCE_FF,7671,,,,,,,,,,,,,,61940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-02 10:16:22,1005318,5085997,1005318,2008-01-02 09:58:38,3,
181168,AE_SI_DETAILS,7671,20331718,,,,,,,,,,,,,20331718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-02 10:00:00,1005318,5085979,1005318,2008-01-02 10:00:00,1,
181169,AE_BG_DETAILS,7671,101,,,,,,,,,,,7671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-02 10:00:25,1005318,5085979,1005318,2008-01-02 10:00:25,1,
191194,SE_SOE_ELEMENT_ADD_DETAILS,887,62446,N,,,,,,,,,,110,,I,,I,,141560,141560,141560,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-22 07:12:27,1010309,5146227,1010309,2008-01-22 06:50:18,3,
191195,SE_SOE_ELEMENT_ADD_DETAILS,887,62446,N,,,,,,,,,,110,,I,,I,,141559,141559,141559,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-22 07:12:27,1010309,5146227,1010309,2008-01-22 06:50:18,3,
191196,SE_SOE_ELEMENT_ADD_DETAILS,887,62446,N,,,,,,,,,,110,,I,,I,,141558,141558,141558,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-22 07:12:27,1010309,5146227,1010309,2008-01-22 06:50:19,3,
191197,SE_SOE_ELEMENT_ADD_DETAILS,887,62446,N,,,,,,,,,,110,,I,,I,,141561,141561,141561,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-22 07:12:27,1010309,5146227,1010309,2008-01-22 06:50:19,3,
