COMMENTS,ATTRIBUTE21,ATTRIBUTE22,ATTRIBUTE23,ATTRIBUTE24,ATTRIBUTE25,ATTRIBUTE26,ATTRIBUTE27,ATTRIBUTE28,ATTRIBUTE29,ATTRIBUTE30,ORGANIZATION_ID,BUSINESS_GROUP_ID,COST_ALLOCATION_KEYFLEX_ID,LOCATION_ID,SOFT_CODING_KEYFLEX_ID,DATE_FROM,NAME,DATE_TO,INTERNAL_EXTERNAL_FLAG,INTERNAL_ADDRESS_LINE,TYPE,REQUEST_ID,PROGRAM_APPLICATION_ID,PROGRAM_ID,PROGRAM_UPDATE_DATE,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,ATTRIBUTE16,ATTRIBUTE17,ATTRIBUTE18,ATTRIBUTE19,ATTRIBUTE20,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CREATED_BY,CREATION_DATE,OBJECT_VERSION_NUMBER,PARTY_ID
,,,,,,,,,,,901,888,,10860,,1950-01-01 00:00:00,Direction des Achats,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:36:10,6,
,,,,,,,,,,,902,888,,10861,,1950-01-01 00:00:00,Direction de la Logistique,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:37:08,6,
,,,,,,,,,,,903,888,,10861,,1950-01-01 00:00:00,Département Etudes et Développement,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:37:37,7,
,,,,,,,,,,,904,888,,10861,,1950-01-01 00:00:00,Département Intégration et Tests,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:38:00,7,
,,,,,,,,,,,905,888,,10861,,1950-01-01 00:00:00,Département Production et Systèmes,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:38:28,8,
,,,,,,,,,,,906,888,,10860,,1950-01-01 00:00:00,Direction Financière,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:38:56,7,
,,,,,,,,,,,907,888,,10860,,1950-01-01 00:00:00,Département Contrôle de gestion,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:39:26,7,
,,,,,,,,,,,7267,916,,25343,,2006-09-20 00:00:00,Trading Partner,,INT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-21 13:11:06,2049,4131442,2049,2006-09-21 05:51:47,2,
,,,,,,,,,,,908,888,,10860,,1950-01-01 00:00:00,Département Comptabilité,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:40:04,7,
,,,,,,,,,,,909,888,,10860,,1950-01-01 00:00:00,Département Trésorerie,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:40:37,7,
,,,,,,,,,,,910,888,,10862,,1950-01-01 00:00:00,Direction Informatique,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-07-23 10:41:11,6,
,,,,,,,,,,,911,911,,535,,1950-01-01 00:00:00,Vision Germany,,INT,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-01 10:19:31,2045,4092818,2045,1999-07-23 10:54:37,7,301119
,,,,,,,,,,,912,912,,18114,,1990-01-01 00:00:00,Vision Korea,,INT,Internal,HQD,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-16 19:40:53,2051,2363899,2051,1999-07-23 11:23:38,10,301138
,,,,,,,,,,,917,917,,17865,,1950-01-01 00:00:00,Vision Services Japan,,INT,,BU,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-25 22:04:42,2049,2336304,2050,1999-07-27 15:32:50,3,301137
,,,,,,,,,,,938,202,,614,,1997-01-01 00:00:00,MI State Revenue Department,,INT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-08-06 10:09:35,1,
,,,,,,,,,,,937,202,,613,,1997-01-01 00:00:00,IRS,,INT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-08-06 10:06:56,1,
,,,,,,,,,,,939,202,,615,,1997-01-01 00:00:00,CA State Revenue Department,,INT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-08-06 10:10:48,1,
,,,,,,,,,,,940,202,,616,,1997-01-01 00:00:00,IL State Revenue Department,,INT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-08-06 10:11:40,1,
,,,,,,,,,,,941,202,,617,,1997-01-01 00:00:00,NY State Revenue Department,,INT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-08-06 10:12:26,1,
,,,,,,,,,,,956,202,,633,,1998-01-01 00:00:00,King County Child Support Agency,,INT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,1999-08-06 10:41:09,1,
,,,,,,,,,,,976,888,,10860,,1950-01-01 00:00:00,Service Médical,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:44,-1,-1,2044,1999-08-12 06:37:30,7,
,,,,,,,,,,,996,202,,653,,1999-09-03 00:00:00,PRU-Vision Process Industries (US),2010-12-31 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-10 02:57:13,0,6147718,1318,1999-09-03 10:58:29,15,301160
,,,,,,,,,,,997,202,,,,1997-01-01 00:00:00,PL1-Main Process Mfg,2005-01-01 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-27 11:15:48,1004358,3059876,1318,1999-09-03 11:02:24,2,
,,,,,,,,,,,998,202,,,,1999-09-03 00:00:00,PL2-Secondary Process Mfg,2005-01-01 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-27 11:15:57,1004358,3059876,1318,1999-09-03 11:10:45,2,
,,,,,,,,,,,999,202,,,,1999-09-03 00:00:00,PL3-Coprod/Tolling,2005-01-01 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-27 11:16:08,1004358,3059876,1318,1999-09-03 11:11:38,2,
,,,,,,,,,,,1000,202,,,,1999-09-03 00:00:00,PL4-Process Mfg Distribution,2005-01-01 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-27 11:16:22,1004358,3059876,1318,1999-09-03 11:11:59,2,
,,,,,,,,,,,1016,1016,,19421,,1950-01-01 00:00:00,Vision Spain,,INT,,BG,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-18 11:41:43,1318,4078923,1318,1999-10-06 07:13:33,6,301123
,,,,,,,,,,,1017,1017,,694,,1950-10-06 00:00:00,Vision Italy,,INT,,BO,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-18 11:39:33,1318,4078923,2190,1999-10-06 07:31:11,4,301135
,,,,,,,,,,,1018,1018,,695,,1950-01-01 00:00:00,Vision Belgium,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-18 11:41:03,1318,4078923,2189,1999-10-06 07:41:11,3,301109
,,,,,,,,,,,1036,1036,,839,,1950-01-01 00:00:00,Vision Brazil,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-10 10:35:15,1005207,1976167,2209,1999-10-06 16:24:42,3,301110
,,,,,,,,,,,1037,202,,713,,1950-01-01 00:00:00,Vision Brazil,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2209,1999-10-06 16:27:23,1,
,,,,,,,,,,,1038,911,3366,535,,1990-01-01 00:00:00,501-Geschäftsführung,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01 01:02:33,2045,2256739,2045,1999-10-08 05:06:29,10,
,,,,,,,,,,,1039,911,,535,,1990-01-01 00:00:00,403-Wareneingang,,INT,,SEC,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-27 02:55:13,2045,2374215,2045,1999-10-08 05:07:26,6,
,,,,,,,,,,,1040,911,3361,535,,1990-01-01 00:00:00,402-Einkauf,,INT,,SEC,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01 00:59:01,2045,2256739,2045,1999-10-08 05:08:00,9,
,,,,,,,,,,,1041,911,,535,,1990-01-01 00:00:00,509-Kfm. Bereich,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-27 02:49:43,2045,2374215,2045,1999-10-08 05:08:43,16,
,,,,,,,,,,,1042,911,,673,,1990-01-01 00:00:00,01-Vertrieb Internet,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-12-03 00:06:38,2045,2448129,2045,1999-10-08 05:09:17,11,
,,,,,,,,,,,1043,911,,535,,1990-01-01 00:00:00,601-Vertrieb Nord,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01 01:30:00,2045,2256739,2045,1999-10-08 05:10:13,10,
,,,,,,,,,,,1044,911,,535,,1990-01-01 00:00:00,505-Operations,,INT,,SEC,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01 01:21:33,2045,2256739,2045,1999-10-08 06:26:25,10,
,,,,,,,,,,,1058,887,,532,,1996-01-01 00:00:00,Contr.,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-10-14 04:19:39,1,
,,,,,,,,,,,1059,887,,532,,1996-01-01 00:00:00,Inköp,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-12 00:11:35,-1,-1,2048,1999-10-14 04:21:07,4,
,,,,,,,,,,,1060,887,,532,,1996-01-01 00:00:00,EkRed,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-10-14 04:22:37,1,
,,,,,,,,,,,1061,887,,532,,1996-01-01 00:00:00,Order,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-10-14 04:24:04,1,
,,,,,,,,,,,1062,887,,532,,1996-01-01 00:00:00,VD,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2048,1999-10-14 04:25:43,1,
,,,,,,,,,,,1078,1018,,695,,1980-01-01 00:00:00,Procurement,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2189,1999-12-07 09:14:44,1,
,,,,,,,,,,,1079,1018,,695,,1960-01-01 00:00:00,Finance,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2189,1999-12-07 09:18:07,1,
,,,,,,,,,,,1080,202,,,,1999-12-07 00:00:00,PR-Process Master,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:42,-1,-1,1318,1999-12-07 12:43:28,6,
,,,,,,,,,,,1081,202,,734,,1987-01-01 00:00:00,Vision Services R+D,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:52,-1,-1,1319,1999-12-07 14:47:10,9,
,,,,,,,,,,,1118,889,2414,22108,,1990-01-01 00:00:00,340-Inkoop,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-07 07:03:10,-1,-1,2370,2000-01-11 14:40:22,9,
,,,,,,,,,,,1319,202,,203,,1999-01-01 00:00:00,Macy's Department Store,,EXT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,1384,2000-02-25 12:02:59,1,
,,,,,,,,,,,1138,889,,,,1990-01-01 00:00:00,04-Financien,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:25:01,2047,2411628,2370,2000-01-12 18:08:46,4,
,,,,,,,,,,,1139,889,,,,1990-01-01 00:00:00,04-Orderafdeling,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:37:41,2047,2411628,2370,2000-01-12 18:17:17,3,
,,,,,,,,,,,1140,889,,22108,,1990-01-01 00:00:00,04-Salarisadministratiex,2001-07-02 00:00:00,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-07 07:03:10,-1,-1,2370,2000-01-12 18:17:57,5,
,,,,,,,,,,,1141,889,3229,2416,,1990-01-01 00:00:00,200-Human Resources,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:20,-1,-1,2370,2000-01-12 18:18:32,8,
,,,,,,,,,,,1142,889,3229,2414,,1990-01-01 00:00:00,260-Personeelsadministratie,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:20,-1,-1,2370,2000-01-12 18:18:57,8,
,,,,,,,,,,,1143,889,,2416,,1990-01-01 00:00:00,04-Werving & Selectie,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 08:01:06,2047,2411628,2370,2000-01-12 18:19:25,3,
,,,,,,,,,,,1144,889,,,,1990-01-01 00:00:00,04-Opleidingen,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:36:37,2047,2411628,2370,2000-01-12 18:19:46,3,
,,,,,,,,,,,1145,889,,2416,,1990-01-01 00:00:00,04-Catering,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:22:22,2047,2411628,2370,2000-01-12 18:20:16,3,
,,,,,,,,,,,1146,889,,2415,,1990-01-01 00:00:00,04-Juridische Zaken,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:30:32,2047,2411628,2370,2000-01-12 18:20:43,3,
,,,,,,,,,,,1147,889,,,,1990-01-01 00:00:00,04-M.I.S.,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:33:59,2047,2411628,2370,2000-01-12 18:21:21,3,
,,,,,,,,,,,1148,889,,2414,,1990-01-01 00:00:00,04-Information Technology,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:28:21,2047,2411628,2370,2000-01-12 18:21:49,3,
,,,,,,,,,,,1149,889,,2414,,1990-01-01 00:00:00,04-Bedrijfsbureau,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:21:08,2047,2411628,2370,2000-01-12 18:22:11,3,
,,,,,,,,,,,1150,889,,2415,,1990-01-01 00:00:00,04-Software Ontwikkeling,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:45:27,2047,2411628,2370,2000-01-12 18:22:43,3,
,,,,,,,,,,,1151,889,,2415,,1990-01-01 00:00:00,04-Helpdesk,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:26:08,2047,2411628,2370,2000-01-12 18:23:03,3,
,,,,,,,,,,,1152,889,,,,1990-01-01 00:00:00,04-Interne Dienst,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:29:21,2047,2411628,2370,2000-01-12 18:23:26,3,
,,,,,,,,,,,1153,889,3230,2414,,1990-01-01 00:00:00,290-Project Bureau,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:20,-1,-1,2370,2000-01-12 18:23:45,9,
,,,,,,,,,,,1154,889,,22108,,1990-01-01 00:00:00,04-Logistiek,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-07 07:03:10,-1,-1,2370,2000-01-12 18:24:05,4,
,,,,,,,,,,,1155,889,,,,1990-01-01 00:00:00,04-Onderhoud,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:35:06,2047,2411628,2370,2000-01-12 18:24:22,3,
,,,,,,,,,,,1156,889,,2415,,1990-01-01 00:00:00,04-Assemblage,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:16:26,2047,2411603,2370,2000-01-12 18:24:39,4,
,,,,,,,,,,,1157,889,,2416,,1990-01-01 00:00:00,04-Kwaliteitszorg,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:31:46,2047,2411628,2370,2000-01-12 18:25:01,3,
,,,,,,,,,,,1158,889,,,,1990-01-01 00:00:00,04-Verkoop,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:56:13,2047,2411628,2370,2000-01-12 18:25:18,3,
,,,,,,,,,,,1159,889,,22108,,1990-01-01 00:00:00,350-Marketing,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-07 07:03:10,-1,-1,2370,2000-01-12 18:25:35,7,
,,,,,,,,,,,1160,889,,,,1990-01-01 00:00:00,04-Technische Verkoop,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:48:00,2047,2411628,2370,2000-01-12 18:25:58,3,
,,,,,,,,,,,5988,1018,,,,2002-01-01 00:00:00,Computer Resources,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-31 01:53:20,2189,3061814,2189,2005-01-27 04:35:34,2,
,,,,,,,,,,,5989,1018,,,,2002-01-01 00:00:00,Communications Resources,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-31 01:53:28,2189,3061814,2189,2005-01-27 04:37:12,2,
,,,,,,,,,,,1178,889,3227,22108,,1990-01-01 00:00:00,310-Financiele Zaken,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-07 07:03:10,-1,-1,2370,2000-01-15 09:29:38,9,
,,,,,,,,,,,1278,202,,734,,1987-01-01 00:00:00,Engineering R+D,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:52,-1,-1,1319,2000-02-01 10:15:50,9,
,,,,,,,,,,,1198,202,,653,,2000-01-17 00:00:00,TR1 - Process Mfg R Plant 1,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13 06:28:43,-1,-1,2330,2000-01-17 11:01:09,6,
,,,,,,,,,,,1260,626,515,453,,1999-10-04 00:00:00,M.O.D. Ordnance Sales,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-25 06:20:58,1,
,,,,,,,,,,,1261,626,497,431,,1999-10-04 00:00:00,Business Consulting Services,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-25 07:22:25,1,
,,,,,,,,,,,1262,626,536,431,,1999-10-04 00:00:00,Systems Consulting Services,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-25 07:23:51,1,
,,,,,,,,,,,1298,889,,,,1990-01-01 00:00:00,Vision Industries Agency,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2370,2000-02-03 07:36:32,1,
,,,,,,,,,,,1299,889,,,,1990-01-01 00:00:00,04-VSA Human Resources,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:51:53,2047,2411628,2370,2000-02-03 07:37:03,3,
,,,,,,,,,,,1300,889,,,,1990-01-01 00:00:00,04-VSA Finance,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:50:51,2047,2411628,2370,2000-02-03 07:37:24,3,
,,,,,,,,,,,1301,889,,,,1990-01-01 00:00:00,04-VSA Payroll,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:55:16,2047,2411628,2370,2000-02-03 07:37:44,3,
,,,,,,,,,,,1302,889,,,,1990-01-01 00:00:00,04-VSA Accounts,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:50:24,2047,2411628,2370,2000-02-03 07:38:05,3,
,,,,,,,,,,,1303,889,,,,1990-01-01 00:00:00,04-VSA M.I.S.,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:52:47,2047,2411628,2370,2000-02-03 07:38:24,3,
,,,,,,,,,,,1304,889,,,,1990-01-01 00:00:00,04-VSA Operations,2001-07-02 00:00:00,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-13 07:54:19,2047,2411628,2370,2000-02-03 07:38:43,3,
,,,,,,,,,,,1358,626,,,,1990-01-01 00:00:00,Alliance and Leicester,,EXT,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2611,2000-03-14 08:02:21,1,
,,,,,,,,,,,1218,626,516,453,,1999-10-04 00:00:00,M.O.D. Sales Department,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-21 08:31:31,1,
,,,,,,,,,,,1219,626,512,454,,1999-10-04 00:00:00,Internet Trading,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-21 08:49:22,1,
,,,,,,,,,,,1220,626,511,454,,1999-10-04 00:00:00,Internet Sales - Financial Services,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-21 08:57:02,1,
,,,,,,,,,,,1221,626,510,454,,1999-10-04 00:00:00,Internet Sales - Electrical White Goods,,INT,,DEP,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-21 08:59:20,1,
,,,,,,,,,,,1222,626,498,431,,1999-10-04 00:00:00,Business Services Division,,INT,,DIV,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-11 16:42:11,-1,-1,2210,2000-01-21 09:03:38,1,
,,,,,,,,,,,1378,202,,,,2000-01-01 00:00:00,ZXX,2001-07-18 00:00:00,INT,,PLANT,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-18 12:44:48,1003465,2422239,2999,2000-04-04 12:59:39,4,
