ORGANIZATION_ID,LANGUAGE,SOURCE_LANG,NAME,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CREATED_BY,CREATION_DATE
1651,US,US,Factory A,2001-02-06 17:19:48,1001365,686921,1001365,2001-02-06 17:19:48
1652,US,US,Factory B,2001-02-06 17:20:54,1001365,686921,1001365,2001-02-06 17:20:54
1653,US,US,Warehouse,2001-02-06 17:21:33,1001365,686921,1001365,2001-02-06 17:21:33
1654,US,US,Maintenance,2001-02-06 17:22:14,1001365,686921,1001365,2001-02-06 17:22:14
1655,US,US,Finance,2001-02-06 17:22:53,1001365,686921,1001365,2001-02-06 17:22:53
1656,US,US,Accounting,2001-02-06 17:23:32,1001365,686921,1001365,2001-02-06 17:23:32
1657,US,US,Human Resources,2001-02-06 17:24:13,1001365,686921,1001365,2001-02-06 17:24:13
1658,US,US,Legal,2001-02-06 17:24:57,1001365,686921,1001365,2001-02-06 17:24:57
1659,US,US,Direct Sales,2001-02-06 17:37:17,1001365,686921,1001365,2001-02-06 17:37:17
1660,US,US,Tele Sales,2001-02-06 17:37:56,1001365,686921,1001365,2001-02-06 17:37:56
1661,US,US,Customer Relations,2001-02-06 17:38:48,1001365,686921,1001365,2001-02-06 17:38:48
1662,US,US,Call Centre,2001-02-06 17:39:26,1001365,686921,1001365,2001-02-06 17:39:26
1663,US,US,Purchasing,2001-02-06 17:41:01,1001365,686921,1001365,2001-02-06 17:41:01
1664,US,US,Accounts Payable,2001-02-06 17:41:56,1001365,686921,1001365,2001-02-06 17:41:56
1665,US,US,Accounts Receivable,2001-02-06 17:42:39,1001365,686921,1001365,2001-02-06 17:42:39
1666,US,US,Super Fund 1,2001-02-06 17:51:27,1001365,686921,1001365,2001-02-06 17:51:27
1667,US,US,Super Fund 2,2001-02-06 17:52:20,1001365,686921,1001365,2001-02-06 17:52:20
1669,US,US,Progress UK Local Government,2001-07-19 03:21:27,2836,1071695,1001406,2001-02-07 10:36:03
1670,US,US,Progress UK Central Government,2001-02-07 10:41:22,1001406,689649,1001406,2001-02-07 10:40:27
1671,US,US,Progress UK Higher Education,2001-02-07 10:43:07,1001406,689649,1001406,2001-02-07 10:42:16
1672,US,US,Progress UK Healthcare,2001-02-07 10:44:27,1001406,689649,1001406,2001-02-07 10:43:53
1757,US,US,Vision Communications Master,2001-03-13 12:53:27,1068,773612,1068,2001-03-13 12:53:27
1759,US,US,Vision University,2001-03-19 13:02:53,1001700,774819,1318,2001-03-13 16:32:43
1760,US,US,President,2005-05-10 16:19:48,1003855,3215229,1001700,2001-03-19 05:51:46
1884,US,US,W1 - Kansas City Distribution,2004-12-13 06:28:42,-1,-1,1068,2001-05-11 11:55:22
1886,US,US,Department of Classification & Employment,2004-05-12 12:38:13,1001877,2630319,1001877,2001-05-23 11:38:41
1887,US,US,Staffing Team I,2005-05-12 06:03:22,1001877,3221234,1001877,2001-05-23 11:39:36
1888,US,US,Staffing Team II,2004-05-12 12:45:27,1001877,2630319,1001877,2001-05-23 11:40:10
1889,US,US,Classifications Branch,2004-05-12 12:37:53,1001877,2630319,1001877,2001-05-23 12:14:53
1890,US,US,Labor Relations and Employee Relation Division,2004-05-12 12:41:53,1001877,2630319,1001877,2001-05-23 12:15:50
1891,US,US,Benefits and Awards Branch,2004-05-12 12:36:43,1001877,2630319,1001877,2001-05-23 12:16:22
1892,US,US,Labor Relations Team I,2004-05-12 12:41:21,1001877,2630319,1001877,2001-05-23 12:16:52
1893,US,US,Labor Relations Team II,2004-05-12 12:41:36,1001877,2630319,1001877,2001-05-23 12:17:13
1894,US,US,Employee Relations Team I,2004-05-12 12:38:52,1001877,2630319,1001877,2001-05-23 12:17:37
1895,US,US,Employee Relations Team II,2004-05-12 12:39:35,1001877,2630319,1001877,2001-05-23 12:18:01
1896,US,US,Career Development & Training Division,2004-05-12 12:37:09,1001877,2630319,1001877,2001-05-23 12:18:43
1897,US,US,Employee Development Branch,2004-05-12 12:38:34,1001877,2630319,1001877,2001-05-23 12:19:07
1898,US,US,External Training Branch,2004-05-12 12:40:10,1001877,2630319,1001877,2001-05-23 12:19:34
1899,US,US,Office of Human Resources,2004-05-12 12:43:00,1001877,2630319,1001877,2001-05-23 12:29:37
1900,US,US,Payroll Operations,2004-05-12 12:43:21,1001877,2630319,1001877,2001-05-24 07:48:36
1901,US,US,Payroll Team I,2004-05-12 12:43:40,1001877,2630319,1001877,2001-05-24 07:49:28
1902,US,US,Payroll Team II,2004-05-12 12:43:56,1001877,2630319,1001877,2001-05-24 07:50:12
1903,US,US,HR/Payroll Systems,2004-05-12 12:40:55,1001877,2630319,1001877,2001-05-24 07:51:14
1904,US,US,Office of Civil Rights,2004-05-12 12:42:43,1001877,2630319,1001877,2001-05-24 07:51:57
1905,US,US,Special Projects Branch,2004-05-12 12:44:49,1001877,2630319,1001877,2001-05-24 07:52:40
1992,US,US,Oracle Corporation,2001-06-18 10:45:22,1001877,1018910,1001877,2001-06-18 10:41:57
1993,US,US,Acme Training Group,2001-06-18 10:50:03,1001877,1018910,1001877,2001-06-18 10:49:03
1641,US,US,Minneapolis Manufacturing,2004-12-13 06:28:42,-1,-1,1068,2001-01-10 09:11:53
1642,US,US,Denver Manufacturing,2004-12-13 06:28:42,-1,-1,1068,2001-01-10 09:24:40
1646,US,US,Vision Australia,2003-01-07 21:09:14,1001365,1931588,1001365,2001-02-05 17:36:47
1668,US,US,Progress UK,2001-02-08 02:55:44,1001406,692013,1318,2001-02-07 07:58:24
1862,US,US,CM2,2001-04-12 16:06:04,1001748,825638,1001748,2001-04-12 16:06:04
1885,US,US,US Federal Government,2008-01-28 12:31:48,1003399,5163902,1001877,2001-05-23 07:51:51
2126,US,US,IM RP LB Referat 11 Organisation,2002-11-11 01:02:34,1002280,1869465,1002280,2001-07-13 07:11:03
2174,US,US,TZ München,2002-12-12 00:11:38,-1,-1,1002123,2001-07-24 07:09:35
2175,US,US,TZ Frankfurt,2001-07-25 08:51:23,1002123,1077135,1002123,2001-07-24 07:10:36
2132,US,US,Education - LG,2007-08-02 09:26:21,2836,4839724,2836,2001-07-19 05:55:45
2133,US,US,Social Services - LG,2007-08-02 09:25:24,2836,4839724,2836,2001-07-19 05:57:40
2134,US,US,Leisure Services - LG,2002-01-17 09:23:40,2836,1251215,2836,2001-07-19 05:59:42
2135,US,US,Chief Executives Office - LG,2002-02-22 01:27:10,2836,1337281,2836,2001-07-19 06:00:54
2136,US,US,Internal Services - LG,2002-01-17 09:23:31,2836,1251215,2836,2001-07-19 06:02:12
2137,US,US,Planning and Environment - LG,2002-01-17 09:24:09,2836,1251215,2836,2001-07-19 06:03:17
2138,US,US,Child Protection - LG,2002-02-22 01:32:43,2836,1337281,2836,2001-07-19 06:14:26
2139,US,US,Children and Family - LG,2002-02-22 01:33:33,2836,1337281,2836,2001-07-19 06:15:37
2140,US,US,Out of Hours Service - LG,2002-01-17 09:24:04,2836,1251215,2836,2001-07-19 06:16:40
2141,US,US,Registration and Inspection - LG,2002-01-17 09:24:26,2836,1251215,2836,2001-07-19 06:18:49
2142,US,US,Direct Services - LG,2002-02-22 01:35:19,2836,1337281,2836,2001-07-19 06:19:25
2143,US,US,Strategy - LG,2002-01-17 09:25:16,2836,1251215,2836,2001-07-19 06:19:36
2144,US,US,Central Education Authority - LG,2002-02-22 01:24:59,2836,1337281,2836,2001-07-19 06:20:29
2145,US,US,Special Needs - LG,2002-01-17 09:24:49,2836,1251215,2836,2001-07-19 06:23:21
2146,US,US,Finance - LG,2002-02-14 05:18:59,2836,1305662,2836,2001-07-19 06:23:35
2147,US,US,Human Resources - LG,2002-02-22 01:53:46,2836,1337281,2836,2001-07-19 06:24:26
2148,US,US,Information Technology - LG,2002-01-17 09:23:26,2836,1251215,2836,2001-07-19 06:26:03
2149,US,US,Senior Education - LG,2002-01-17 09:24:32,2836,1251215,2836,2001-07-19 06:27:09
2150,US,US,Audit - LG,2002-03-01 09:29:01,2836,1396404,2836,2001-07-19 06:27:19
2151,US,US,Primary Education - LG,2002-01-17 09:24:14,2836,1251215,2836,2001-07-19 06:28:20
2152,US,US,Exchequer Services Debtors - LG,2002-02-22 01:39:05,2836,1337281,2836,2001-07-19 06:28:56
2153,US,US,Central Special School - LG,2002-02-22 01:26:36,2836,1337281,2836,2001-07-19 06:29:48
2154,US,US,Exchequer Services Creditors - LG,2002-02-22 01:38:29,2836,1337281,2836,2001-07-19 06:29:50
2155,US,US,Financial Planning - LG,2002-02-14 05:20:31,2836,1305662,2836,2001-07-19 06:30:49
2156,US,US,Eastern High - LG,2002-03-01 05:33:52,2836,1395228,2836,2001-07-19 06:31:00
2157,US,US,Systems Accounts - LG,2002-01-17 09:25:21,2836,1251215,2836,2001-07-19 06:31:37
2158,US,US,Western High - LG,2002-01-17 09:25:31,2836,1251215,2836,2001-07-19 06:32:20
2159,US,US,Management Accounting - LG,2002-01-17 09:23:46,2836,1251215,2836,2001-07-19 06:32:36
2160,US,US,Northern High - LG,2002-01-17 09:23:52,2836,1251215,2836,2001-07-19 06:33:24
2161,US,US,Central HR - LG,2002-02-22 01:25:47,2836,1337281,2836,2001-07-19 06:33:38
2162,US,US,Occupational Health - LG,2002-01-17 09:23:58,2836,1251215,2836,2001-07-19 06:34:25
2163,US,US,Southern High - LG,2002-01-17 09:24:44,2836,1251215,2836,2001-07-19 06:34:30
2164,US,US,Training - LG,2002-01-17 09:25:25,2836,1251215,2836,2001-07-19 06:35:04
2165,US,US,St Mary - LG,2002-01-17 09:25:06,2836,1251215,2836,2001-07-19 06:35:21
2166,US,US,Recruitment - LG,2002-01-17 09:24:20,2836,1251215,2836,2001-07-19 06:35:46
2167,US,US,St Peters - LG,2002-01-17 09:25:11,2836,1251215,2836,2001-07-19 06:36:07
2168,US,US,IT Development - LG,2002-02-14 05:23:32,2836,1305662,2836,2001-07-19 06:36:50
2169,US,US,St John - LG,2002-01-17 09:24:54,2836,1251215,2836,2001-07-19 06:36:54
2170,US,US,IT Support - LG,2002-01-17 09:23:21,2836,1251215,2836,2001-07-19 06:37:26
2171,US,US,St Mark - LG,2002-03-01 05:34:25,2836,1395228,2836,2001-07-19 06:37:38
2172,US,US,Eastern Leisure Centre - LG,2002-02-22 01:37:01,2836,1337281,2836,2001-07-19 06:39:09
2173,US,US,Western Leisure Centre - LG,2002-01-17 09:25:36,2836,1251215,2836,2001-07-19 06:40:04
2176,US,US,Wirtschaftsministerium,2001-07-24 07:36:49,1002280,1075370,1002280,2001-07-24 07:36:49
2194,US,US,Staatskanzlei,2002-11-11 01:04:46,1002280,1869465,1002280,2001-07-25 02:30:56
2195,US,US,Innenministerium,2002-11-11 01:02:40,1002280,1869465,1002280,2001-07-25 02:31:34
2196,US,US,Finanzministerium,2002-11-11 01:01:50,1002280,1869465,1002280,2001-07-25 02:32:41
2197,US,US,Kultusministerium,2002-11-11 01:02:46,1002280,1869465,1002280,2001-07-25 02:33:17
2198,US,US,FM Abteilung 1 Allgem. Verwaltung,2002-11-11 00:53:37,1002280,1869465,1002280,2001-07-25 02:33:49
2199,US,US,FM Abteilung 2 Haushalt,2002-11-11 00:53:54,1002280,1869465,1002280,2001-07-25 02:35:17
2200,US,US,FM Abteilung 3 Steuern,2002-11-11 00:54:04,1002280,1869465,1002280,2001-07-25 02:35:38
2201,US,US,FM Abteilung 4 Rechtsangelegenheiten,2002-11-11 00:54:13,1002280,1869465,1002280,2001-07-25 02:36:02
2202,US,US,FM Referat 11 Personalangelegenheiten,2002-11-11 01:00:18,1002280,1869465,1002280,2001-07-25 02:36:29
2203,US,US,FM Referat 12 Aus- und Fortbildung,2002-11-11 01:00:25,1002280,1869465,1002280,2001-07-25 02:36:53
2204,US,US,FM Referat 13 Organisation,2002-11-11 01:00:40,1002280,1869465,1002280,2001-07-25 02:37:22
2205,US,US,FM Referat 14 IuK,2002-11-11 01:00:49,1002280,1869465,1002280,2001-07-25 02:37:51
2206,US,US,FM Referat 21 Aufstellung Haushalt,2002-11-11 01:01:04,1002280,1869465,1002280,2001-07-25 02:38:14
2207,US,US,FM Referat 22 Haushaltsvollzug,2002-11-11 01:01:12,1002280,1869465,1002280,2001-07-25 02:38:34
2208,US,US,SK Abteilung 1 Personal/Verwaltung/IuK,2002-11-11 01:03:15,1002280,1869465,1002280,2001-07-25 02:38:59
2209,US,US,SK Abteilung 3 Presse/Bürgerinformation/Medien,2002-12-12 00:11:38,-1,-1,1002280,2001-07-25 02:39:57
2210,US,US,SK Abteilung 2 Ressortkoordinierung,2002-11-11 01:03:25,1002280,1869465,1002280,2001-07-25 02:40:18
2211,US,US,SK Abteilung 4 Grundsatz/Planung,2002-11-11 01:03:40,1002280,1869465,1002280,2001-07-25 02:40:42
2212,US,US,SK Referat 11 Personal,2002-11-11 01:03:46,1002280,1869465,1002280,2001-07-25 02:43:19
2213,US,US,"SK Referat 12 Haushalt, Organisation, IuK",2002-11-11 01:03:54,1002280,1869465,1002280,2001-07-25 02:44:15
2214,US,US,"SK Referat 13 Innerer Dienst, Liegenschaften",2002-11-11 01:04:01,1002280,1869465,1002280,2001-07-25 02:44:42
2215,US,US,SK Referat 14 Recht,2002-11-11 01:04:08,1002280,1869465,1002280,2001-07-25 02:46:08
2216,US,US,Büro des Ministerpräsidenten,2002-12-12 00:11:38,-1,-1,1002280,2001-07-25 02:46:45
2217,US,US,SK Referat 21 SMF,2002-11-11 01:04:26,1002280,1869465,1002280,2001-07-25 02:47:16
3849,US,US,SUP210 - Suporte,2003-02-12 19:47:30,1005207,1983943,1005207,2003-02-12 19:33:14
3850,US,US,TRE220 - Treinamento,2003-02-12 19:33:49,1005207,1983943,1005207,2003-02-12 19:33:49
3851,US,US,ADP610 - Administracao de Pessoal,2003-02-19 03:00:49,1005207,2019434,1005207,2003-02-12 19:34:25
3852,US,US,TDE620- Treinamento e Desenvolvimento,2003-02-12 19:34:49,1005207,1983943,1005207,2003-02-12 19:34:49
3853,US,US,RSE630 - Recrutamento e Selecao,2003-02-12 19:35:14,1005207,1983943,1005207,2003-02-12 19:35:14
3854,US,US,CSA640 - Cargos e Salarios,2003-02-12 19:35:39,1005207,1983943,1005207,2003-02-12 19:35:39
3855,US,US,GCO310 - Compras,2003-02-12 19:36:02,1005207,1983943,1005207,2003-02-12 19:36:02
3856,US,US,GCN320 - Controladoria,2003-02-12 19:36:26,1005207,1983943,1005207,2003-02-12 19:36:26
3857,US,US,GRE330 - Recebimento,2003-02-12 19:37:02,1005207,1983943,1005207,2003-02-12 19:37:02
3858,US,US,COM710 - Comunicacao,2003-02-12 19:37:26,1005207,1983943,1005207,2003-02-12 19:37:26
3859,US,US,PRO720 - Produto,2003-02-12 19:37:49,1005207,1983943,1005207,2003-02-12 19:37:49
3860,US,US,GEN810 - Projetos Nacionais,2003-02-12 19:38:13,1005207,1983943,1005207,2003-02-12 19:38:13
3861,US,US,GOR820 - Projetos Internacionais,2003-02-12 19:38:52,1005207,1983943,1005207,2003-02-12 19:38:52
3862,US,US,GPR410 - Industrial,2003-02-12 19:39:29,1005207,1983943,1005207,2003-02-12 19:39:29
2218,US,US,SK Referat 31 Presse,2002-11-11 01:04:30,1002280,1869465,1002280,2001-07-25 02:47:38
6124,US,US,Lillestrøm Local Unit,2005-02-09 08:13:25,1009551,3072895,1009551,2005-02-09 08:13:25
2219,US,US,SK Referat 41 Bundesangelegenheiten,2002-11-11 01:04:39,1002280,1869465,1002280,2001-07-25 02:47:58
2220,US,US,FM Landesamt für Finanzen,2002-12-12 00:11:38,-1,-1,1002280,2001-07-25 02:48:18
2221,US,US,FM LF Abteilung 1 Zentralabteilung,2002-11-11 00:58:56,1002280,1869465,1002280,2001-07-25 02:48:58
2222,US,US,FM LF Abteilung 2 Rechtsabteilung,2002-11-11 00:59:05,1002280,1869465,1002280,2001-07-25 02:49:25
2223,US,US,FM LF Referat 11 Personal,2002-11-11 00:59:20,1002280,1869465,1002280,2001-07-25 02:49:43
2224,US,US,FM LF Referat 21 Bes. Aufgaben,2002-11-11 00:59:36,1002280,1869465,1002280,2001-07-25 02:50:20
2225,US,US,FM LF Referat 12 Organisation und Beschaffung,2002-11-11 00:59:28,1002280,1869465,1002280,2001-07-25 02:50:38
2226,US,US,FM Oberfinanzdirektion,2002-11-11 01:00:06,1002280,1869465,1002280,2001-07-25 02:51:00
2227,US,US,IM RP LB Abteilung 1 Zentrale Aufgaben,2002-11-11 01:02:26,1002280,1869465,1002280,2001-07-25 02:51:50
2228,US,US,FM Finanzamt A,2002-11-11 00:57:56,1002280,1869465,1002280,2001-07-25 02:53:08
2229,US,US,FM Finanzamt B,2002-11-11 00:58:04,1002280,1869465,1002280,2001-07-25 02:53:24
2274,US,US,HQS Air Force,2001-11-19 08:16:26,1002948,1220369,1002948,2001-11-19 08:16:26
2461,US,US,Risorse Umane,2004-12-13 06:28:28,-1,-1,1003007,2001-12-27 03:41:08
2462,US,US,Amm. Personale,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:44:51
2463,US,US,Formazione,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:45:35
2464,US,US,Sviluppo,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:46:04
2465,US,US,Sistemi Informativi,2004-12-13 06:28:20,-1,-1,1003007,2001-12-27 03:46:36
2466,US,US,Assistenza Utenti,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:47:00
2467,US,US,Sistemi Applicativi,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:48:03
2468,US,US,Sistemi Informativi e di Rete,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:48:46
2469,US,US,MKTG e Vendite,2004-12-13 06:28:20,-1,-1,1003007,2001-12-27 03:49:20
2470,US,US,Vendite Pubbl. Amministrazione,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:50:03
2471,US,US,Vendite Industria e Servizi,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:50:39
2472,US,US,Vendite Telco e Media,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:51:15
2473,US,US,Marketing,2004-12-13 06:28:43,-1,-1,1003007,2001-12-27 03:51:38
2596,US,US,US Education,2002-01-22 08:55:16,1384,1262100,1384,2002-01-22 08:55:16
2636,US,US,Vision Canada - Tax Group,2002-01-23 11:30:13,1000480,1265373,1000480,2002-01-23 11:30:13
